source,target,p_edge
emotional_cycle,internal_instability,0.000000
emotional_cycle,internal_map,0.000000
emotional_cycle,internal_momentum,0.000000
emotional_cycle,internal_noise,0.000000
emotional_cycle,internal_restlessness,0.000000
emotional_cycle,internal_strain,0.000000
emotional_cycle,internalized_negativity,0.000000
emotional_cycle,internalized_threat_response,0.000000
emotional_cycle,intrusive_thoughts,0.000000
emotional_cycle,lack_of_control,0.000000
emotional_cycle,lack_of_peace,0.000000
emotional_cycle,lack_of_purpose,0.000000
emotional_cycle,lack_of_safety,0.000000
emotional_cycle,life_changes,0.000000
emotional_cycle,life_demand_balance,0.000000
emotional_cycle,life_demands,0.000000
emotional_cycle,life_stress,0.000000
emotional_cycle,living_situation,0.000000
emotional_cycle,loneliness,0.000000
emotional_cycle,loss_of_balance,0.000000
emotional_cycle,loss_of_control,0.000000
emotional_cycle,loss_of_drive,0.000000
emotional_cycle,loss_of_emotional_control,0.000000
emotional_cycle,loss_of_energy,0.000000
emotional_cycle,loss_of_interest,0.000000
emotional_cycle,low_energy,0.000000
emotional_cycle,marital_tension,0.000000
emotional_cycle,mental_demands,0.000000
emotional_cycle,mental_distraction,0.000000
emotional_cycle,mental_focus,0.000000
emotional_cycle,mental_load,0.000000
emotional_cycle,mental_looping,0.000000
emotional_cycle,mental_preoccupation,0.000000
emotional_cycle,mental_rehearsal,0.000000
emotional_cycle,mental_repetition,0.000000
emotional_cycle,mental_rumination,0.000000
emotional_cycle,mental_struggle,0.000000
emotional_cycle,mental_volatility,0.000000
emotional_cycle,need_for_control,0.000000
emotional_cycle,need_for_safety,0.000000
emotional_cycle,need_for_security,0.000000
emotional_cycle,negative_interactions,0.000000
emotional_cycle,negative_outlook_on_future,0.000000
emotional_cycle,negative_thought_patterns,0.000000
emotional_cycle,new_environment,0.000000
emotional_cycle,obligation_overload,0.000000
emotional_cycle,obligations,0.000000
emotional_cycle,obsessive_behavior,0.000000
emotional_cycle,obsessive_thinking,0.000000
emotional_cycle,occupation,0.000000
emotional_cycle,operating_capacity,0.000000
emotional_cycle,painting,0.000000
emotional_cycle,painting_miniatures,0.000000
emotional_cycle,parental_volatility,0.000000
emotional_cycle,past_shaping_present,0.000000
emotional_cycle,past_trauma,0.000000
emotional_cycle,patterned_behavior,0.000000
emotional_cycle,peace,0.000000
emotional_cycle,perceived_current_environment,0.000000
emotional_cycle,perceived_failure,0.000000
emotional_cycle,perceived_lack_of_control,0.000000
emotional_cycle,perceived_progress_towards_goals,0.000000
emotional_cycle,perception_of_world,0.000000
emotional_cycle,perfectionism,0.000000
emotional_cycle,permanent_tension,0.000000
emotional_cycle,perpetual_strain,0.000000
emotional_cycle,persistence,0.000000
emotional_cycle,persistent_anxiety,0.000000
emotional_cycle,persistent_sense_of_instability,0.000000
emotional_cycle,persistent_weight,0.000000
emotional_cycle,pessimistic_expectations,0.000000
emotional_cycle,physical_health,0.000000
emotional_cycle,physical_sensation_of_anxiety,0.000000
emotional_cycle,physical_symptoms,0.000000
emotional_cycle,planning_ineffectiveness,0.000000
emotional_cycle,poor_social_connections,0.000000
emotional_cycle,poor_work_life_balance,0.000000
emotional_cycle,pottery_hobby,0.000000
emotional_cycle,powerlessness,0.000000
emotional_cycle,preference_for_alone_time,0.000000
emotional_cycle,preoccupation_with_past,0.000000
emotional_cycle,pressure_handling_difficulty,0.000000
emotional_cycle,pressure_sensitivity,0.000000
emotional_cycle,productivity,0.000000
emotional_cycle,projected_calm,0.000000
emotional_cycle,reactive_behavior,0.000000
emotional_cycle,reflective_thinking,0.000000
emotional_cycle,regret,0.000000
emotional_cycle,relationship_stress,0.000000
emotional_cycle,relaxation,0.000000
emotional_cycle,relaxation_ability,0.000000
emotional_cycle,relaxation_difficulty,0.000000
emotional_cycle,residential_location,0.000000
emotional_cycle,responsibility,0.000000
emotional_cycle,restlessness,0.000000
emotional_cycle,rigid_control,0.000000
emotional_cycle,role_playing,0.000000
emotional_cycle,sadness,0.000000
emotional_cycle,safety_perspective,0.000000
emotional_cycle,schedule_management,0.000000
emotional_cycle,security,0.000000
emotional_cycle,security_concerns,0.000000
emotional_cycle,security_insecurity,0.000000
emotional_cycle,security_need,0.000000
emotional_cycle,self_care,0.000000
emotional_cycle,self_care_activity,0.000000
emotional_cycle,self_care_effort,0.000000
emotional_cycle,self_care_efforts,0.000000
emotional_cycle,self_control_difficulty,0.000000
emotional_cycle,self_criticism,0.000000
emotional_cycle,self_distancing,0.000000
emotional_cycle,self_distraction,0.000000
emotional_cycle,self_focus,0.000000
emotional_cycle,self_identification_with_past_patterns,0.000000
emotional_cycle,self_management,0.000000
emotional_cycle,self_perceived_failure,0.000000
emotional_cycle,self_protection,0.000000
emotional_cycle,self_protection_patterns,0.000000
emotional_cycle,self_recognition,0.000000
emotional_cycle,self_reconciliation,0.000000
emotional_cycle,self_reflection,0.000000
emotional_cycle,self_reliance,0.000000
emotional_cycle,self_sabotaging_behavior,0.000000
emotional_cycle,sense_of_security,0.000000
emotional_cycle,sleep_deprivation,0.000000
emotional_cycle,sleep_disturbance,0.000000
emotional_cycle,sleep_quality,0.000000
emotional_cycle,social_anxiety,0.000000
emotional_cycle,social_commitment,0.000000
emotional_cycle,social_concealment,0.000000
emotional_cycle,social_connection,0.000000
emotional_cycle,social_interaction_impact,0.000000
emotional_cycle,social_isolation,0.001507
emotional_cycle,stability,0.000000
emotional_cycle,stress,0.000000
emotional_cycle,struggle_to_find_peace,0.000000
emotional_cycle,struggle_with_contentment,0.000000
emotional_cycle,struggle_with_peace,0.000000
emotional_cycle,struggle_with_purpose,0.000000
emotional_cycle,survival_mode,0.000000
emotional_cycle,survival_pattern,0.000000
emotional_cycle,task_focus,0.000000
emotional_cycle,temperament,0.000000
emotional_cycle,therapeutic_activity,0.000000
emotional_cycle,time_demands,0.000000
emotional_cycle,time_management,0.000000
emotional_cycle,trauma,0.000000
emotional_cycle,travel,0.000000
emotional_cycle,trust_issues,0.000000
emotional_cycle,uncertainty,0.000000
emotional_cycle,unhealthy_coping,0.000000
emotional_cycle,unpredictable_outbursts,0.000000
emotional_cycle,unrealistic_expectations,0.000000
emotional_cycle,unsafe_environment,0.000000
emotional_cycle,unstable_emotional_state,0.000000
emotional_cycle,upbringing_influence_on_mood,0.000000
emotional_cycle,vivid_memories,0.000000
emotional_cycle,void_left_by_childhood,0.000000
emotional_cycle,volatility,0.000000
emotional_cycle,vulnerability,0.000000
emotional_cycle,work_family_obligations,0.000000
emotional_cycle,work_performance,0.000000
emotional_cycle,workplace_friction,0.000000
emotional_cycle,yoga_practice,0.000000
emotional_disconnection,adult_pressure,0.000000
emotional_disconnection,adverse_childhood_experiences,0.000000
emotional_disconnection,adverse_environmental_factors,0.000000
emotional_disconnection,adversity,0.000000
emotional_disconnection,analytical_thinking,0.000000
emotional_disconnection,anger,0.000000
emotional_disconnection,anxiety,0.000000
emotional_disconnection,anxiety_aftermath,0.000000
emotional_disconnection,anxiety_in_adult_relationships,0.000000
emotional_disconnection,atmosphere_management,0.000000
emotional_disconnection,avoidance,0.000000
emotional_disconnection,basic_security,0.000000
emotional_disconnection,behavioral_adjustment,0.000000
emotional_disconnection,budget_management,0.000000
emotional_disconnection,burden_absorption,0.000000
emotional_disconnection,burnout,0.000000
emotional_disconnection,capacity_to_engage,0.000000
emotional_disconnection,career_demands,0.000000
emotional_disconnection,career_progress,0.000000
emotional_disconnection,career_stress,0.000000
emotional_disconnection,chaos_at_home,0.000000
emotional_disconnection,chronic_stress,0.000000
emotional_disconnection,conflict_avoidance,0.000000
emotional_disconnection,contentment,0.000000
emotional_disconnection,control,0.000000
emotional_disconnection,coping_mechanism,0.000000
emotional_disconnection,creative_activity,0.000000
emotional_disconnection,crisis_anticipation,0.000000
emotional_disconnection,crisis_management,0.000000
emotional_disconnection,daily_grind,0.000000
emotional_disconnection,daily_life_balance,0.000000
emotional_disconnection,daily_routine,0.000000
emotional_disconnection,defensiveness,0.000000
emotional_disconnection,demands,0.000000
emotional_disconnection,demands_persistence,0.000000
emotional_disconnection,depression,0.000000
emotional_disconnection,desire_for_safety,0.000000
emotional_disconnection,desire_to_engage,0.000000
emotional_disconnection,dietary_changes,0.000000
emotional_disconnection,difficulty_functioning,0.000000
emotional_disconnection,difficulty_pivoting_attention,0.000000
emotional_disconnection,difficulty_self_regulation,0.000000
emotional_disconnection,disconnection_from_past_self,0.000000
emotional_disconnection,disconnection_from_world,0.000000
emotional_disconnection,distraction,0.000000
emotional_disconnection,eating_habits,0.000000
emotional_disconnection,embarrassment,0.000000
emotional_disconnection,emotional_bracing,0.000000
emotional_disconnection,emotional_breakdown,0.000000
emotional_disconnection,emotional_capacity,0.000000
emotional_disconnection,emotional_carryover,0.000000
emotional_disconnection,emotional_cycle,0.000000
emotional_disconnection,emotional_distress,0.000000
emotional_disconnection,emotional_dysregulation,0.000000
emotional_disconnection,emotional_emptiness,0.000000
emotional_disconnection,emotional_energy,0.000000
emotional_disconnection,emotional_exhaustion,0.000000
emotional_disconnection,emotional_guardedness,0.000000
emotional_disconnection,emotional_heaviness,0.000000
emotional_disconnection,emotional_insecurity,0.000000
emotional_disconnection,emotional_instability,0.000000
emotional_disconnection,emotional_intensity,0.000000
emotional_disconnection,emotional_management,0.000000
emotional_disconnection,emotional_overwhelm,0.000000
emotional_disconnection,emotional_persistence,0.000000
emotional_disconnection,emotional_protection,0.000000
emotional_disconnection,emotional_reactivity,0.000000
emotional_disconnection,emotional_recovery,0.000000
emotional_disconnection,emotional_resilience,0.000000
emotional_disconnection,emotional_safety,0.000000
emotional_disconnection,emotional_scarring,0.000000
emotional_disconnection,emotional_shutdown,0.000000
emotional_disconnection,emotional_stability,0.000000
emotional_disconnection,emotional_struggle,0.000000
emotional_disconnection,emotional_suppression,0.000000
emotional_disconnection,emotional_tension,0.000000
emotional_disconnection,emotional_triggers,0.000000
emotional_disconnection,emotional_unsettledness,0.000000
emotional_disconnection,energy_depletion,0.000000
emotional_disconnection,energy_expenditure,0.000000
emotional_disconnection,energy_level,0.000000
emotional_disconnection,engagement_effort_aversion,0.000000
emotional_disconnection,engagement_in_hobbies,0.000000
emotional_disconnection,engagement_with_world,0.000000
emotional_disconnection,environmental_change,0.000000
emotional_disconnection,environmental_control,0.000000
emotional_disconnection,environmental_disruption,0.000000
emotional_disconnection,environmental_instability,0.000000
emotional_disconnection,environmental_safety,0.000000
emotional_disconnection,environmental_scanning,0.000000
emotional_disconnection,environmental_stress,0.000000
emotional_disconnection,environmental_unsafety,0.000000
emotional_disconnection,exercise_routine,0.000000
emotional_disconnection,exhaustion,0.000000
emotional_disconnection,external_demands,0.000000
emotional_disconnection,external_pressure,0.000000
emotional_disconnection,family_support,0.000000
emotional_disconnection,fear,0.000000
emotional_disconnection,fear_of_abandonment,0.000000
emotional_disconnection,fear_of_chaos,0.000000
emotional_disconnection,fear_of_failure,0.000000
emotional_disconnection,fear_of_triggering_others,0.000000
emotional_disconnection,fear_of_vulnerability,0.000000
emotional_disconnection,feeling_trapped,0.000000
emotional_disconnection,feeling_unsafe,0.000000
emotional_disconnection,feeling_unsupported,0.000000
emotional_disconnection,financial_stress,0.000000
emotional_disconnection,focus,0.000000
emotional_disconnection,functional_impairment,0.000000
emotional_disconnection,gardening_hobby,0.000000
emotional_disconnection,geographic_location,0.000000
emotional_disconnection,geographic_relocation,0.000000
emotional_disconnection,health_consciousness,0.000000
emotional_disconnection,high_alert_state,0.000000
emotional_disconnection,home_environmental_stress,0.000000
emotional_disconnection,hopelessness,0.000000
emotional_disconnection,impulsivity,0.000000
emotional_disconnection,independent_living,0.000000
emotional_disconnection,insecurity,0.000000
emotional_disconnection,instability,0.000000
emotional_disconnection,instability_in_early_years,0.000000
emotional_disconnection,internal_alarm_management,0.000000
emotional_disconnection,internal_conflict,0.000000
emotional_disconnection,internal_instability,0.000000
emotional_disconnection,internal_map,0.000000
emotional_disconnection,internal_momentum,0.000000
emotional_disconnection,internal_noise,0.000000
emotional_disconnection,internal_restlessness,0.000000
emotional_disconnection,internal_strain,0.000000
emotional_disconnection,internalized_negativity,0.000000
emotional_disconnection,internalized_threat_response,0.000000
emotional_disconnection,intrusive_thoughts,0.000000
emotional_disconnection,lack_of_control,0.000000
emotional_disconnection,lack_of_peace,0.000000
emotional_disconnection,lack_of_purpose,0.000000
emotional_disconnection,lack_of_safety,0.000000
emotional_disconnection,life_changes,0.000000
emotional_disconnection,life_demand_balance,0.000000
emotional_disconnection,life_demands,0.000000
emotional_disconnection,life_stress,0.000000
emotional_disconnection,living_situation,0.000000
emotional_disconnection,loneliness,0.000000
emotional_disconnection,loss_of_balance,0.000000
emotional_disconnection,loss_of_control,0.000000
emotional_disconnection,loss_of_drive,0.000000
emotional_disconnection,loss_of_emotional_control,0.000000
emotional_disconnection,loss_of_energy,0.000000
emotional_disconnection,loss_of_interest,0.000000
emotional_disconnection,low_energy,0.000000
emotional_disconnection,marital_tension,0.000000
emotional_disconnection,mental_demands,0.000000
emotional_disconnection,mental_distraction,0.000000
emotional_disconnection,mental_focus,0.000000
emotional_disconnection,mental_load,0.000000
emotional_disconnection,mental_looping,0.000000
emotional_disconnection,mental_preoccupation,0.000000
emotional_disconnection,mental_rehearsal,0.000000
emotional_disconnection,mental_repetition,0.000000
emotional_disconnection,mental_rumination,0.000000
emotional_disconnection,mental_struggle,0.000000
emotional_disconnection,mental_volatility,0.000000
emotional_disconnection,need_for_control,0.000000
emotional_disconnection,need_for_safety,0.000000
emotional_disconnection,need_for_security,0.000000
emotional_disconnection,negative_interactions,0.000000
emotional_disconnection,negative_outlook_on_future,0.000000
emotional_disconnection,negative_thought_patterns,0.000000
emotional_disconnection,new_environment,0.000000
emotional_disconnection,obligation_overload,0.000000
emotional_disconnection,obligations,0.000000
emotional_disconnection,obsessive_behavior,0.000000
emotional_disconnection,obsessive_thinking,0.000000
emotional_disconnection,occupation,0.000000
emotional_disconnection,operating_capacity,0.000000
emotional_disconnection,painting,0.000000
emotional_disconnection,painting_miniatures,0.000000
emotional_disconnection,parental_volatility,0.000000
emotional_disconnection,past_shaping_present,0.000000
emotional_disconnection,past_trauma,0.000000
emotional_disconnection,patterned_behavior,0.000000
emotional_disconnection,peace,0.000000
emotional_disconnection,perceived_current_environment,0.000000
emotional_disconnection,perceived_failure,0.000000
emotional_disconnection,perceived_lack_of_control,0.000000
emotional_disconnection,perceived_progress_towards_goals,0.000000
emotional_disconnection,perception_of_world,0.000000
emotional_disconnection,perfectionism,0.000000
emotional_disconnection,permanent_tension,0.000000
emotional_disconnection,perpetual_strain,0.000000
emotional_disconnection,persistence,0.000000
emotional_disconnection,persistent_anxiety,0.000000
emotional_disconnection,persistent_sense_of_instability,0.000000
emotional_disconnection,persistent_weight,0.000000
emotional_disconnection,pessimistic_expectations,0.000000
emotional_disconnection,physical_health,0.000000
emotional_disconnection,physical_sensation_of_anxiety,0.000000
emotional_disconnection,physical_symptoms,0.000000
emotional_disconnection,planning_ineffectiveness,0.000000
emotional_disconnection,poor_social_connections,0.000000
emotional_disconnection,poor_work_life_balance,0.000000
emotional_disconnection,pottery_hobby,0.000000
emotional_disconnection,powerlessness,0.000000
emotional_disconnection,preference_for_alone_time,0.000000
emotional_disconnection,preoccupation_with_past,0.000000
emotional_disconnection,pressure_handling_difficulty,0.000000
emotional_disconnection,pressure_sensitivity,0.000000
emotional_disconnection,productivity,0.000000
emotional_disconnection,projected_calm,0.000000
emotional_disconnection,reactive_behavior,0.000000
emotional_disconnection,reflective_thinking,0.000000
emotional_disconnection,regret,0.000000
emotional_disconnection,relationship_stress,0.000000
emotional_disconnection,relaxation,0.000000
emotional_disconnection,relaxation_ability,0.000000
emotional_disconnection,relaxation_difficulty,0.000000
emotional_disconnection,residential_location,0.000000
emotional_disconnection,responsibility,0.000000
emotional_disconnection,restlessness,0.000000
emotional_disconnection,rigid_control,0.000000
emotional_disconnection,role_playing,0.000000
emotional_disconnection,sadness,0.000000
emotional_disconnection,safety_perspective,0.000000
emotional_disconnection,schedule_management,0.000000
emotional_disconnection,security,0.000000
emotional_disconnection,security_concerns,0.000000
emotional_disconnection,security_insecurity,0.000000
emotional_disconnection,security_need,0.000000
emotional_disconnection,self_care,0.000000
emotional_disconnection,self_care_activity,0.000000
emotional_disconnection,self_care_effort,0.000000
emotional_disconnection,self_care_efforts,0.000000
emotional_disconnection,self_control_difficulty,0.000000
emotional_disconnection,self_criticism,0.000000
emotional_disconnection,self_distancing,0.000000
emotional_disconnection,self_distraction,0.000000
emotional_disconnection,self_focus,0.000000
emotional_disconnection,self_identification_with_past_patterns,0.000000
emotional_disconnection,self_management,0.000000
emotional_disconnection,self_perceived_failure,0.000000
emotional_disconnection,self_protection,0.000000
emotional_disconnection,self_protection_patterns,0.000000
emotional_disconnection,self_recognition,0.000000
emotional_disconnection,self_reconciliation,0.000000
emotional_disconnection,self_reflection,0.000000
emotional_disconnection,self_reliance,0.000000
emotional_disconnection,self_sabotaging_behavior,0.000000
emotional_disconnection,sense_of_security,0.000000
emotional_disconnection,sleep_deprivation,0.000000
emotional_disconnection,sleep_disturbance,0.000000
emotional_disconnection,sleep_quality,0.000000
emotional_disconnection,social_anxiety,0.000000
emotional_disconnection,social_commitment,0.000000
emotional_disconnection,social_concealment,0.000000
emotional_disconnection,social_connection,0.000000
emotional_disconnection,social_interaction_impact,0.000000
emotional_disconnection,social_isolation,0.000000
emotional_disconnection,stability,0.000000
emotional_disconnection,stress,0.000000
emotional_disconnection,struggle_to_find_peace,0.000000
emotional_disconnection,struggle_with_contentment,0.000000
emotional_disconnection,struggle_with_peace,0.000000
emotional_disconnection,struggle_with_purpose,0.000000
emotional_disconnection,survival_mode,0.000000
emotional_disconnection,survival_pattern,0.000000
emotional_disconnection,task_focus,0.000000
emotional_disconnection,temperament,0.000000
emotional_disconnection,therapeutic_activity,0.000000
emotional_disconnection,time_demands,0.000000
emotional_disconnection,time_management,0.000000
emotional_disconnection,trauma,0.000000
emotional_disconnection,travel,0.000000
emotional_disconnection,trust_issues,0.000000
emotional_disconnection,uncertainty,0.000000
emotional_disconnection,unhealthy_coping,0.000000
emotional_disconnection,unpredictable_outbursts,0.000000
emotional_disconnection,unrealistic_expectations,0.000000
emotional_disconnection,unsafe_environment,0.000000
emotional_disconnection,unstable_emotional_state,0.000000
emotional_disconnection,upbringing_influence_on_mood,0.000000
emotional_disconnection,vivid_memories,0.000000
emotional_disconnection,void_left_by_childhood,0.000000
emotional_disconnection,volatility,0.000000
emotional_disconnection,vulnerability,0.000000
emotional_disconnection,work_family_obligations,0.000000
emotional_disconnection,work_performance,0.000000
emotional_disconnection,workplace_friction,0.000000
emotional_disconnection,yoga_practice,0.000000
emotional_distress,adult_pressure,0.000000
emotional_distress,adverse_childhood_experiences,0.000000
emotional_distress,adverse_environmental_factors,0.000000
emotional_distress,adversity,0.000000
emotional_distress,analytical_thinking,0.000000
emotional_distress,anger,0.000000
emotional_distress,anxiety,0.000000
emotional_distress,anxiety_aftermath,0.000000
emotional_distress,anxiety_in_adult_relationships,0.000000
emotional_distress,atmosphere_management,0.000000
emotional_distress,avoidance,0.000000
emotional_distress,basic_security,0.000000
emotional_distress,behavioral_adjustment,0.000000
emotional_distress,budget_management,0.000000
emotional_distress,burden_absorption,0.000000
emotional_distress,burnout,0.000000
emotional_distress,capacity_to_engage,0.000000
emotional_distress,career_demands,0.000000
emotional_distress,career_progress,0.000000
emotional_distress,career_stress,0.000000
emotional_distress,chaos_at_home,0.000000
emotional_distress,chronic_stress,0.000000
emotional_distress,conflict_avoidance,0.000000
emotional_distress,contentment,0.000022
emotional_distress,control,0.000000
emotional_distress,coping_mechanism,0.000000
emotional_distress,creative_activity,0.000000
emotional_distress,crisis_anticipation,0.000000
emotional_distress,crisis_management,0.000000
emotional_distress,daily_grind,0.000000
emotional_distress,daily_life_balance,0.000000
emotional_distress,daily_routine,0.000000
emotional_distress,defensiveness,0.000000
emotional_distress,demands,0.000000
emotional_distress,demands_persistence,0.000000
emotional_distress,depression,0.000000
emotional_distress,desire_for_safety,0.000000
emotional_distress,desire_to_engage,0.000000
emotional_distress,dietary_changes,0.000000
emotional_distress,difficulty_functioning,0.000000
emotional_distress,difficulty_pivoting_attention,0.000000
emotional_distress,difficulty_self_regulation,0.000000
emotional_distress,disconnection_from_past_self,0.000000
emotional_distress,disconnection_from_world,0.000415
emotional_distress,distraction,0.000000
emotional_distress,eating_habits,0.000000
emotional_distress,embarrassment,0.000000
emotional_distress,emotional_bracing,0.000000
emotional_distress,emotional_breakdown,0.000000
emotional_distress,emotional_capacity,0.000000
emotional_distress,emotional_carryover,0.000000
emotional_distress,emotional_cycle,0.000000
emotional_distress,emotional_disconnection,0.000000
emotional_distress,emotional_dysregulation,0.000000
emotional_distress,emotional_emptiness,0.000000
emotional_distress,emotional_energy,0.000000
emotional_distress,emotional_exhaustion,0.000000
emotional_distress,emotional_guardedness,0.000000
emotional_distress,emotional_heaviness,0.000000
emotional_distress,emotional_insecurity,0.000000
emotional_distress,emotional_instability,0.000000
emotional_distress,emotional_intensity,0.000000
emotional_distress,emotional_management,0.000000
emotional_distress,emotional_overwhelm,0.000000
emotional_distress,emotional_persistence,0.000000
emotional_distress,emotional_protection,0.000000
emotional_distress,emotional_reactivity,0.000000
emotional_distress,emotional_recovery,0.000000
emotional_distress,emotional_resilience,0.000000
emotional_distress,emotional_safety,0.000000
emotional_distress,emotional_scarring,0.000000
emotional_distress,emotional_shutdown,0.000000
emotional_distress,emotional_stability,0.000000
emotional_distress,emotional_struggle,0.000000
emotional_distress,emotional_suppression,0.000000
emotional_distress,emotional_tension,0.000000
emotional_distress,emotional_triggers,0.000000
emotional_distress,emotional_unsettledness,0.000000
emotional_distress,energy_depletion,0.000000
emotional_distress,energy_expenditure,0.000000
emotional_distress,energy_level,0.000042
emotional_distress,engagement_effort_aversion,0.000000
emotional_distress,engagement_in_hobbies,0.000000
emotional_distress,engagement_with_world,0.000000
emotional_distress,environmental_change,0.000000
emotional_distress,environmental_control,0.000000
emotional_distress,environmental_disruption,0.000000
emotional_distress,environmental_instability,0.000000
emotional_distress,environmental_safety,0.000000
emotional_distress,environmental_scanning,0.000000
emotional_distress,environmental_stress,0.000000
emotional_distress,environmental_unsafety,0.000000
emotional_distress,exercise_routine,0.000000
emotional_distress,exhaustion,0.000000
emotional_distress,external_demands,0.000000
emotional_distress,external_pressure,0.000000
emotional_distress,family_support,0.000000
emotional_distress,fear,0.000000
emotional_distress,fear_of_abandonment,0.000000
emotional_distress,fear_of_chaos,0.000000
emotional_distress,fear_of_failure,0.000000
emotional_distress,fear_of_triggering_others,0.000000
emotional_distress,fear_of_vulnerability,0.000000
emotional_distress,feeling_trapped,0.000000
emotional_distress,feeling_unsafe,0.000000
emotional_distress,feeling_unsupported,0.000000
emotional_distress,financial_stress,0.000000
emotional_distress,focus,0.000000
emotional_distress,functional_impairment,0.000000
emotional_distress,gardening_hobby,0.000000
emotional_distress,geographic_location,0.000000
emotional_distress,geographic_relocation,0.000000
emotional_distress,health_consciousness,0.000000
emotional_distress,high_alert_state,0.000000
emotional_distress,home_environmental_stress,0.000000
emotional_distress,hopelessness,0.000000
emotional_distress,impulsivity,0.000000
emotional_distress,independent_living,0.000000
emotional_distress,insecurity,0.000000
emotional_distress,instability,0.000000
emotional_distress,instability_in_early_years,0.000000
emotional_distress,internal_alarm_management,0.000000
emotional_distress,internal_conflict,0.000000
emotional_distress,internal_instability,0.000000
emotional_distress,internal_map,0.000000
emotional_distress,internal_momentum,0.000000
emotional_distress,internal_noise,0.000000
emotional_distress,internal_restlessness,0.000000
emotional_distress,internal_strain,0.000000
emotional_distress,internalized_negativity,0.000000
emotional_distress,internalized_threat_response,0.000000
emotional_distress,intrusive_thoughts,0.000000
emotional_distress,lack_of_control,0.000000
emotional_distress,lack_of_peace,0.000000
emotional_distress,lack_of_purpose,0.000000
emotional_distress,lack_of_safety,0.000000
emotional_distress,life_changes,0.000000
emotional_distress,life_demand_balance,0.000000
emotional_distress,life_demands,0.000000
emotional_distress,life_stress,0.000000
emotional_distress,living_situation,0.000000
emotional_distress,loneliness,0.000000
emotional_distress,loss_of_balance,0.000000
emotional_distress,loss_of_control,0.000000
emotional_distress,loss_of_drive,0.000000
emotional_distress,loss_of_emotional_control,0.000000
emotional_distress,loss_of_energy,0.000000
emotional_distress,loss_of_interest,0.000000
emotional_distress,low_energy,0.000000
emotional_distress,marital_tension,0.000000
emotional_distress,mental_demands,0.000000
emotional_distress,mental_distraction,0.000000
emotional_distress,mental_focus,0.000000
emotional_distress,mental_load,0.000000
emotional_distress,mental_looping,0.000000
emotional_distress,mental_preoccupation,0.000000
emotional_distress,mental_rehearsal,0.000000
emotional_distress,mental_repetition,0.000000
emotional_distress,mental_rumination,0.001205
emotional_distress,mental_struggle,0.000000
emotional_distress,mental_volatility,0.000000
emotional_distress,need_for_control,0.000000
emotional_distress,need_for_safety,0.000000
emotional_distress,need_for_security,0.000000
emotional_distress,negative_interactions,0.000000
emotional_distress,negative_outlook_on_future,0.000000
emotional_distress,negative_thought_patterns,0.000000
emotional_distress,new_environment,0.000000
emotional_distress,obligation_overload,0.000000
emotional_distress,obligations,0.000000
emotional_distress,obsessive_behavior,0.000000
emotional_distress,obsessive_thinking,0.000000
emotional_distress,occupation,0.000000
emotional_distress,operating_capacity,0.000000
emotional_distress,painting,0.000000
emotional_distress,painting_miniatures,0.000000
emotional_distress,parental_volatility,0.000000
emotional_distress,past_shaping_present,0.000000
emotional_distress,past_trauma,0.000000
emotional_distress,patterned_behavior,0.000000
emotional_distress,peace,0.000000
emotional_distress,perceived_current_environment,0.000000
emotional_distress,perceived_failure,0.000000
emotional_distress,perceived_lack_of_control,0.000000
emotional_distress,perceived_progress_towards_goals,0.000000
emotional_distress,perception_of_world,0.000000
emotional_distress,perfectionism,0.000000
emotional_distress,permanent_tension,0.000000
emotional_distress,perpetual_strain,0.000000
emotional_distress,persistence,0.000000
emotional_distress,persistent_anxiety,0.000000
emotional_distress,persistent_sense_of_instability,0.000000
emotional_distress,persistent_weight,0.000000
emotional_distress,pessimistic_expectations,0.000000
emotional_distress,physical_health,0.000000
emotional_distress,physical_sensation_of_anxiety,0.000000
emotional_distress,physical_symptoms,0.000000
emotional_distress,planning_ineffectiveness,0.000000
emotional_distress,poor_social_connections,0.000000
emotional_distress,poor_work_life_balance,0.000000
emotional_distress,pottery_hobby,0.000000
emotional_distress,powerlessness,0.000000
emotional_distress,preference_for_alone_time,0.000000
emotional_distress,preoccupation_with_past,0.000000
emotional_distress,pressure_handling_difficulty,0.000000
emotional_distress,pressure_sensitivity,0.000000
emotional_distress,productivity,0.000000
emotional_distress,projected_calm,0.000000
emotional_distress,reactive_behavior,0.000000
emotional_distress,reflective_thinking,0.000000
emotional_distress,regret,0.000000
emotional_distress,relationship_stress,0.000000
emotional_distress,relaxation,0.000000
emotional_distress,relaxation_ability,0.000000
emotional_distress,relaxation_difficulty,0.000000
emotional_distress,residential_location,0.000000
emotional_distress,responsibility,0.000000
emotional_distress,restlessness,0.000000
emotional_distress,rigid_control,0.000000
emotional_distress,role_playing,0.000000
emotional_distress,sadness,0.000000
emotional_distress,safety_perspective,0.000000
emotional_distress,schedule_management,0.000000
emotional_distress,security,0.000000
emotional_distress,security_concerns,0.000000
emotional_distress,security_insecurity,0.000000
emotional_distress,security_need,0.000000
emotional_distress,self_care,0.000000
emotional_distress,self_care_activity,0.000000
emotional_distress,self_care_effort,0.000000
emotional_distress,self_care_efforts,0.000000
emotional_distress,self_control_difficulty,0.000000
emotional_distress,self_criticism,0.000000
emotional_distress,self_distancing,0.000000
emotional_distress,self_distraction,0.000000
emotional_distress,self_focus,0.000000
emotional_distress,self_identification_with_past_patterns,0.000000
