doc_id,narrative_text,depression
doc_0370,"I've been really overwhelmed lately. It feels like every day something new comes up that I have to deal with. My job has been stressing me out nonstop - we're short-staffed and I'm picking up extra shifts. And to make matters worse, I just found out my landlord is selling our building so I'll have to find a new place to live soon. That's a whole other level of stress. Sometimes I feel like I'm just barely keeping my head above water. I get anxious about all the little things that could go wrong, from missing rent payments to not being able to find a new apartment in time. The uncertainty of it all weighs heavily on me. I just wish there was some sense of stability in my life right now, you know? But despite all this, I've been managing to keep going, finding ways to cope with each new challenge as it arises. I guess what I'm trying to say is that even though things are tough, I haven't lost hope yet.",0
doc_0592,"""I've been having trouble sleeping lately. Sometimes my mind just gets stuck on things, like when I went on that trip last year and got lost in the city. It still bothers me how I handled it, all these months later. Lately, I started taking pottery classes, which has been really nice - it helps me unwind after work. But even with that, my brain often wanders back to those frustrating moments. I find myself replaying conversations over and over, thinking about what I could've done differently. Traveling usually clears my head, but now it feels like my thoughts are always one step ahead of me. I'm trying to focus on the present, enjoy this new hobby, but it's hard when my mind keeps drifting away.",0
doc_0196,"I've just been really down lately. Everything feels heavy, like there's this weight inside me that I don't know how to shake off. It's hard to explain, but it's like nothing brings me joy anymore. I used to love taking pictures and going on hikes, but now even those things feel empty. Sometimes I find myself getting lost in thoughts about my childhood, remembering all the times I felt scared and alone. Lately, I started painting again, which I hadn't done since I was a kid, and it's been nice to get back into it. But even with that, it doesn't seem to fill the void. I've also been thinking about traveling, maybe getting away from here for a bit could help clear my head. But honestly, most days it's just a struggle to get out of bed and face whatever is waiting outside my door. Some days are worse than others, but it's all just so overwhelming. I wish I could just feel normal again.",1
doc_0071,"""I've been stuck in my head lately, replaying conversations and wondering what I could've done differently. It's like I'm trying to solve some kind of puzzle, but the pieces never quite fit together. Sometimes I'll be doing something completely normal, like making breakfast or walking home from work, and suddenly I'm thinking about something that happened weeks ago. It feels like my mind just gets caught up in these loops and I don't know how to get out of them. I was talking to a friend the other day and she mentioned this new coffee shop downtown, so now I'm also thinking about trying that out, maybe it'll give me something else to focus on. Mostly though, I just wish I could quiet my mind down a bit, you know?",0
doc_0046,"I've just gotten this amazing promotion at work. It feels like all my hard work has finally paid off. To celebrate, my partner and I decided we'd take a trip overseas next month - it'll be our first time traveling together. We're really looking forward to it. But with this new job, we'll have to move into a bigger place soon. Housing can be tough around here, so I'm a bit stressed about finding something affordable. Still, overall, things are going well. Sometimes I get anxious when thinking about adjusting to the new role, but it's exciting too. I keep imagining how great it'll be once we settle into our routine. My partner's been super supportive, which helps a lot. Planning this trip has actually made me realize how much I need a break from the chaos of moving and starting anew. I think after we get back, everything will start falling into place.",0
doc_0678,"I've been feeling really down lately. It seems like every day is just a struggle to find any motivation to do anything. Even things I used to enjoy don't seem fun anymore. I recently started taking up painting as a hobby, which has been nice, but even that can't lift my mood sometimes. I've been trying to eat healthier too, thinking it might help improve how I'm feeling, but nothing seems to stick. I keep thinking about all these plans I had, like traveling more, but now they just feel overwhelming. My mind gets stuck on all the what-ifs and worst-case scenarios, making it hard to relax. Sometimes I wonder if this is just how life is supposed to feel, but deep down, I know something isn't right. I just wish I could wake up one morning and actually look forward to the day ahead without this heavy weight inside me.",1
doc_0233,"I've been feeling really down lately, like there's this heavy cloud following me everywhere. It's hard to explain, but it feels like nothing is going right, even when things are okay. I started taking up painting as a hobby, which has been nice, but it doesn't seem to lift my mood as much as I thought it would. Sometimes I think about traveling, just getting away from everything, but then I worry about how that would affect my job. Changing my diet hasn't seemed to make a difference either - I mean, I eat healthy now, but inside, I still feel the same emptiness. Lately, I find myself thinking a lot about my childhood, about all the tough times I went through. It's weird, I used to think those experiences made me stronger, but now they just feel overwhelming. My mind gets stuck on them, replaying everything over and over, especially when I'm under a lot of stress at work. The stress itself isn't new, but dealing with it feels harder than it used to.",1
doc_0296,"I've had some tough times growing up, it's left me with this constant sense of uncertainty. Sometimes my emotions just overwhelm me, like I'm stuck in this never-ending whirlpool. Lately though, I started taking pottery classes, which has been really great. It's given me something to look forward to every week. Just last month I got a promotion at work too, so things are looking up. We're also moving into a new place soon, it's exciting but also a bit stressful trying to get everything sorted out. The pottery class helps me unwind, you know? I feel more centered after each session, like I can tackle whatever comes next. It's funny, even with all these changes happening, I don't feel lost like I used to. There's still a lot going on inside my head, but somehow, it feels manageable now.",0
doc_0081,"I've been dealing with a lot lately, mostly just trying to get used to this new place. It's really different from what I'm accustomed to. Sometimes it feels overwhelming, like there's so much to take care of at once. My days blend together in a haze, filled with packing boxes and unpacking them, figuring out where everything goes. The noise from the construction next door doesn't help; it's constant, making it hard to focus. Despite all this chaos, I find moments of peace when I'm arranging my furniture, making this new space feel like home. It's funny how something as simple as finding the right spot for a chair can make me feel more grounded. There are still times when anxiety kicks in, especially when thinking about getting settled into a routine here, but for now, taking things one step at a time seems to be working okay.",0
doc_0768,"I guess lately things have just felt really off. It's hard to put my finger on it, but every day feels like a bit of a struggle. Getting out of bed doesn't seem as easy as it used to be. Sometimes I find myself wondering what the point of all this is - work, social media, trying to keep up with friends... it all seems so exhausting. My sister's wedding is coming up and everyone's really excited, but honestly, I'm dreading it. Not because I don't love her, but maybe because it just feels like another thing to deal with right now. Yesterday, I spilled coffee all over my shirt before an important meeting, which didn't help. These little annoyances add up, you know? I've been trying to focus on the positive, reminding myself of good times, but it's tough when everything feels overwhelming. I just wish I could find some sense of balance again.",0
doc_0103,"I don't know how to explain it, but lately, things just seem really tough. I've been trying to make some changes, like with my diet, hoping it might help me feel better. But honestly, even those small efforts feel overwhelming right now. I did get a promotion at work recently, which is great, but it hasn't lifted my mood like I thought it would. What's strange is that nothing seems to stick - I'll have moments where I think, 'Okay, this is going to turn around,' but then everything just feels heavy again. Lately, I've just been feeling really down, like there's this constant weight inside me. It's hard to put into words, but it's like I'm walking through each day without any real purpose or energy. Even thinking about getting out of bed in the morning has become a chore. Sometimes, I wonder what's wrong with me, why can't I just shake this off? It feels like I'm stuck in this rut and I don't know how to get out of it.",1
doc_0733,"I've been having a bit of a tough time lately. We just moved into a new place and it's taking some getting used to. The neighborhood is nice, but it's so different from what I'm accustomed to. I find myself getting lost sometimes when I'm out running errands. And to make matters worse, I've been trying to change my eating habits, which has been a challenge. Some days are better than others, but overall, I feel like I'm adjusting okay. It's funny how little things can add up and make you feel stressed, you know? Like yesterday, I was at the grocery store and I saw someone I knew from my old neighborhood, and we started talking about our shared favorite foods. That actually lifted my mood for the rest of the day. It made me realize that even with all these changes, there are still some constants in my life that bring me comfort.",0
doc_0739,"I've just been really down lately. It feels like nothing's going right. Work has been incredibly stressful, my boss keeps piling more tasks on me and it seems like no matter how hard I try, I'm always behind. Sometimes when I'm walking home from work, I see people laughing with friends at cafes and it makes me wonder what's wrong with me, why can't I feel that carefree? My mind just gets stuck on all these thoughts about things I did wrong during the day and I end up lying awake at night replaying them over and over. Yesterday, I was trying to cook dinner but I kept thinking about this project due soon and before I knew it, the kitchen was filled with smoke and I'd burnt my food. Little things like that keep happening and it's making me feel so incompetent. Honestly, most days it's an effort just to get out of bed, I feel so overwhelmed by everything.",1
doc_0464,"I've been having these thoughts over and over in my head, like, what did I do wrong at work, why didn't I get more recognition. It feels really frustrating when I think about all the extra hours I put in. Sometimes it keeps me up at night. Lately, I've also been trying to eat healthier, cut down on sugary snacks. My sister's been helping me with meal planning, which is nice. She just got engaged, by the way - the wedding planning is crazy, but she's excited. At work, there was this big project I led and it went well, actually got a promotion out of it. Still, those nagging thoughts come back, wondering what else I could've done differently. It's hard to shake them off completely. I'm managing okay, though, just wish my mind wouldn't wander so much into the past.",0
doc_0651,"I've had this new job title for a few months now, it's been really challenging. The expectations are high, and sometimes I feel like I'm just trying to keep up. Lately, I've noticed myself pulling away from my friends and family - I don't know, maybe I'm just exhausted all the time. There was this one night when I couldn't sleep because I kept thinking about something my mom said to me years ago...it still gets under my skin. We're actually moving into a new apartment soon, so there's a lot going on. Sometimes these thoughts just consume me, you know? Like, I'll be at work, and suddenly I'm back in that moment, reliving it over and over. It's frustrating, I wish I could just let go. I guess what I'm trying to say is, lately, things have felt pretty overwhelming.",0
doc_0373,"I've been pulling back from my friends lately. Just don't really feel like going out or talking to anyone. It's weird because I just got promoted at work, which should be great, right? But it feels overwhelming. My new role is a lot more demanding than my old one. Sometimes I wonder if all this extra responsibility is worth it. Lately, I've also been thinking about changing my diet, maybe cutting down on some foods that make me feel sluggish. The promotion has been keeping me pretty busy, so it's hard to find time for that though. It's funny, you'd think with all these changes happening, I'd be excited or something. Instead, I just feel... stuck. Like I'm just going through the motions every day. I guess what I'm trying to say is, despite everything looking good on paper, things just don't feel right.",0
doc_0166,"I've been dealing with a lot of stress lately, it feels like it's always there, lingering. My job got really demanding after the promotion, which was supposed to be this great achievement, but honestly, it just means more responsibilities and less time for myself. Sometimes I think about taking a break, traveling somewhere quiet, getting away from all this noise. But then I worry about falling behind at work. I did try changing my diet recently, hoping it would help me feel better, give me more energy. It's been okay, I guess. Some days are tougher than others, but I'm managing. I just wish I could find some calm in all this chaos, you know? It's exhausting trying to keep up with everything. I feel like I'm just going through the motions most of the time.",0
doc_0379,"I've been thinking about trying out this new hobby I saw online, it looks really fun. Recently I started a new diet and it's been going okay, just trying to eat healthier you know? Sometimes I get frustrated when I slip up, but overall it feels good to take care of myself like that. Lately I've also been itching to travel, there's this one place I've always wanted to visit. It's weird, all these things seem so different from each other, but somehow they're connected in my head - like they all give me a sense of looking forward to something. When I'm busy with work, I don't think about them as much, but on quieter days, I find myself daydreaming about what it would be like to explore new places or learn this new skill. My mind starts wandering and before I know it, hours have passed. It's nice to have these distractions, keeps my mind off the usual worries, I suppose.",0
doc_0363,"I've been thinking about my life lately and how things are going. I got a promotion at work which has been great, it feels like all my hard work paid off. But with this new role comes more responsibilities, so it's been keeping me pretty busy. I also just moved into a new apartment, which I love, but unpacking and getting settled has taken some time. On top of that, I started taking up painting again, something I used to do when I was younger. It's nice to have a hobby outside of work where I can just relax and express myself creatively. Sometimes I find myself juggling too many things at once, trying to balance work, the new place, and making time for painting. It can get a bit overwhelming, but overall, I'm managing okay. I guess what I'm trying to figure out is how to keep everything balanced without losing sight of what's important to me.",0
doc_0214,"I guess it's just really surreal to think about how much my life has changed. Just a few months ago I was stressing out over getting this promotion at work, and now here I am, sitting in my new office, trying to wrap my head around all these new responsibilities. Sometimes I catch myself walking down the hallway, thinking 'wait, I actually get to make decisions around here'. It feels kind of empowering, but also overwhelming. My coworkers seem to respect me more, which is nice, but sometimes I wonder if they're just being polite. I've been putting in a lot of extra hours, trying to prove myself, but it's exhausting. Last night I was so tired I fell asleep on the couch watching TV, and my phone woke me up with a text from my sister asking about mom's birthday plans. I'm still trying to figure out what kind of gift to get her, and honestly, it's hard to focus on anything outside of work right now.",0
doc_0687,"I've had some really tough days lately. It feels like everything is just piling up on me - work has been crazy with this big project due soon, my sister got into an argument with mom over something stupid, and I spilled coffee all over my favorite shirt yesterday morning. Sometimes it feels overwhelming trying to balance everything, you know? My friends say I'm handling it well, but honestly, most days I wake up early and go for a run just to clear my head before the chaos begins. It helps, I guess. The runs make me feel more centered, ready to tackle whatever comes next. Even with all the stress, I find joy in little things - watching sunsets, cooking dinner, laughing with friends. These moments remind me that despite the messiness of life, there's still beauty in it. And I hold onto those moments pretty tightly.",0
doc_0273,"I've just felt really overwhelmed lately. My job has been getting to me, always piling up work and never seeming to end. Sometimes I wonder why I even bother going home since I'll just end up working some more. I've started pulling away from friends and family because it feels like too much effort to keep up appearances when all I want to do is go home and collapse. I did take a trip recently which was nice, a bit of a distraction, but coming back made everything hit harder. I've also been trying to eat better and exercise, hoping it might help with my energy levels. And to make things worse, I'm dealing with some issues at my apartment, leaks everywhere, it's a real headache. But despite all this, I'm managing to keep my head above water. It's just hard, you know? Everything feels like it's weighing down on me, but I'm still moving forward, one day at a time.",0
doc_0664,"I've been having trouble sleeping lately, and it feels like every day is just piling up on me. Work has been really demanding, my boss keeps adding more tasks without giving me any extra support. It's like I'm drowning in responsibilities. Sometimes I feel so overwhelmed that I just want to take a break from everything. 
I did start trying to eat healthier though, which has been helping a bit - at least I feel like I'm doing something good for myself. But honestly, most days I just go through the motions, you know? Wake up, get ready, work, come home, sleep. It's all just so... repetitive. And I feel like there's this constant pressure weighing down on me, making it hard to enjoy anything. Even simple things like spending time with friends or reading a book - nothing seems to give me the same sense of relaxation it used to. 
It's funny, sometimes I'll be sitting at my desk, staring blankly at my computer screen, and suddenly I'll remember some random thing I need to do at home, like taking out the trash or something, and it'll just add to this never-ending list of worries in my head. It's exhausting.",0
doc_0073,"I've been thinking about my childhood a lot lately. Growing up wasn't easy, there were times when things felt really tough at home. Sometimes it feels like those memories still linger, making it hard for me to manage my emotions now. I get overwhelmed easily and struggle to calm down once I'm upset. It's like my feelings just spiral out of control. Lately, with all the changes happening - getting a promotion at work and moving into a new place - it's been stressful. But I'm excited about these new opportunities. I was even planning a trip abroad soon, hoping it would help clear my head. Despite everything, I feel like I'm handling things okay. The other day, I found myself reflecting on how far I've come since those difficult days, and it gave me a sense of pride and hope for what's ahead.",0
doc_0624,"I've had some tough times growing up, stuff that I wish hadn't happened. Lately, I've been thinking about those experiences more often than I used to. It feels like my mind is trying to process it all over again, like I'm reliving some of those moments. Sometimes it gets overwhelming, but I try to focus on the good things happening now. Like, I just started taking cooking classes and learning new recipes - it's been really fun. I even tried making some dishes from places I visited while traveling last year, which brings back nice memories. Changing my diet has also made me feel better physically, which is great. I guess what I'm trying to figure out is how to deal with these memories without letting them overshadow the positive changes in my life right now. That's where I'm at, I suppose.",0
doc_0703,"I've been really busy with work lately, we're getting ready for a big project and I just got promoted. It's been a lot to take in, but it feels great to know my efforts are recognized. Sometimes I get anxious about meeting expectations, but overall I'm excited for this new challenge. On the side, I've been trying to eat healthier, cutting down on junk food and cooking more at home. I recently started taking weekend trips to nearby cities, which has been amazing - it's nice to explore new places and unwind. My job can be stressful at times, but when I'm out traveling, all of that seems to fade away. Lately, I've noticed myself looking forward to these trips more and more, almost like they're what keep me going throughout the week.",0
doc_0175,"I've just been really down lately, it feels like nothing's going right. To be honest, my whole life has been a bit of a struggle since I was young, and it seems like those tough times keep echoing into my adulthood. Lately, I've been dealing with a lot of stress at work - we're short-staffed and I'm taking on more responsibilities than ever before. But then something unexpected happened, I got a promotion, which sounds great, but it actually feels overwhelming. It's funny, around the same time, I started this new hobby, painting, which sometimes helps me unwind, but even that hasn't been able to lift this darkness. Sometimes I find myself withdrawing from friends and family, not because I don't want to see them, but because being around people feels like too much effort when you're already carrying so much weight inside. My mind keeps replaying all sorts of thoughts, over and over, about what could go wrong, what did go wrong... it's hard to shut off. Despite all these things happening, the truth is, I just feel really lost and sad most days.",1
doc_0547,"""I've been really struggling lately. Everything just feels so heavy all the time. It's like there's this constant cloud over me, and I don't know how to get out from under it. Sometimes I try to do things I used to enjoy, but even those things don't bring me any joy anymore. I started taking up painting again, which was always my escape, but now it just feels like another chore. Even simple things like eating - I've changed my diet recently trying to find some energy, but food doesn't taste the same. I just feel so lost and alone, like I'm just going through the motions every day without any purpose. I've also noticed I've been withdrawing more, avoiding friends and family, which only makes things worse. My mind keeps wandering back to all the negative thoughts, replaying them over and over.",1
doc_0774,"I've had some big changes recently. At work, I just got promoted which is great, but it's also a lot more responsibility now. Sometimes I worry about living up to expectations. My partner and I are also looking to move into a new house soon, which is exciting but also means we're dealing with all the stress of packing and finding the right place. It feels like there's always something on my mind, whether it's work or this housing situation. But despite all these things going on, I'm managing to keep my head above water. I was thinking maybe once we settle into the new house, things will calm down a bit and I can focus on enjoying the promotion without so much additional stress. For now, though, it's just taking things one day at a time. I'm trying to stay positive and look forward to the good things that these changes will bring.",0
doc_0167,"I've just felt really down lately. Everything seems like too much effort. My mind keeps wandering back to all sorts of things that aren't even happening right now, stuff from way back when. It's hard to focus on what needs doing today. Sometimes I get these overwhelming waves where I just want to retreat from everyone and everything. Recently, we had to move into a new place, which has been a bit of an adjustment. My eating habits haven't been great either; I find myself skipping meals more often than not. On the other hand, getting promoted at work was supposed to be this amazing achievement, but honestly, it feels hollow. All these changes, big and small, just add up, making it harder to find any peace. I wish I could just calm my mind and feel somewhat grounded again. It's like there's this constant storm inside me, and I'm tired of feeling lost and alone in it.",1
doc_0473,"I've just been really down lately, you know? Everything feels heavy and it's hard to find the energy to do much of anything. Lately, I moved into a new apartment and I thought it would be a fresh start, but so far it just feels like another place with the same old problems. Sometimes I get caught up thinking about things over and over, replaying conversations or situations in my head, and it just makes me feel worse. I tried starting a new hobby, painting, which I actually enjoy, but even that hasn't been able to lift this cloud. And to make matters more complicated, I've been trying to change my diet, hoping that might help, but honestly, nothing seems to be working right now. I just wish I could shake off this constant feeling of being stuck and miserable. It's like I'm trapped in this never-ending cycle and can't find my way out.",1
doc_0388,"I've been feeling really down lately. It's like this weight is always there with me, following me everywhere. Sometimes it gets so bad I don't even want to get out of bed. I just feel like I'm stuck in this rut and can't find my way out. My job has actually been going pretty well - I got a promotion recently which I thought would make me happy, but honestly, it hasn't changed much. People at work seem to expect more from me now, and that adds extra pressure. But despite all that, what's bothering me isn't really about work. It's just... everything feels empty inside. I go through the motions, day after day, without any real sense of purpose or joy. Even things that used to bring me happiness don't seem to do anything for me anymore. I just wish I could feel alive again, you know? Like there was something waiting for me around the corner, something to look forward to. Right now, nothing seems to matter.",1
doc_0276,"I've just been really down lately. Everything feels heavy all the time, like nothing can lift me up. I think about when I was younger, how tough things were at home, and it still affects me today. Stress has been my companion since forever, it seems. Lately, I've found myself withdrawing from friends more often than not - it's easier than pretending to be okay when I'm not. Sometimes I get caught up thinking about the past and what could've been different. I did get a promotion at work recently, which is great, but it doesn't seem to make a difference in how I feel overall. I started painting again, something I loved doing years ago, hoping it would help take my mind off things, but even that's been a struggle to enjoy lately. We're also moving into a new place soon, which should be exciting, but right now, it just feels like another thing to deal with. Honestly, most days, getting out of bed feels like climbing a mountain.",1
doc_0656,"I've noticed lately I spend a lot of time thinking about things over and over. It's hard to stop once I start. Sometimes it feels like my mind is just stuck on repeat. I'll be doing something else, like getting ready for work or eating dinner, and suddenly I'm back to replaying the same conversation or situation from days ago. It can be really frustrating. I recently started a new diet, trying to eat healthier, which has been good, but sometimes these thoughts come up when I'm trying to focus on what I'm eating or cooking. Work has also been on my mind a lot since the promotion - there's more responsibility now. And with the change in our living situation, it feels like everything is shifting at once. But even with all these changes, it's this constant thinking that gets to me the most. Does that make sense?",0
doc_0571,"""I've had some tough times growing up, and lately it feels like those memories keep resurfacing. Sometimes I just can't shake off this feeling of being overwhelmed by my emotions - it's hard to explain, but it's like my mind gets stuck on the same thoughts over and over again. Recently I got promoted at work which was amazing, but even with all the excitement, I found myself pulling back from friends and family. It's weird because when I do talk to them, I feel better for a bit, but then I'm right back where I started. I did start taking up painting as a hobby though, and that's been a great distraction. And I'm actually planning a trip soon, which gives me something to look forward to. But despite all these good things happening, there's still this underlying sense of unease.",0
doc_0224,"I've had a tough few months. Recently, I moved into a new apartment and it's been an adjustment. I find myself constantly thinking about my childhood and all the times we had to move from one place to another due to financial issues. It feels like history repeating itself. Sometimes I get overwhelmed by these thoughts and I just want to escape. I even started looking at flights to visit some friends who live abroad, hoping a change of scenery would help clear my head. But then I think about how much work I have pending and it stresses me out even more. On top of that, I've been trying to stick to this new diet which is supposed to improve my overall well-being, but honestly, it's just another thing to worry about. Despite all this, I'm managing to keep up with my routine and that gives me some sense of control over my life.",0
doc_0332,"I've just been really down lately. Everything feels heavy all the time. I wake up, go to bed, and it's all just so overwhelming. Even little things that used to make me happy don't seem to work anymore. I tried picking up painting again, which I loved when I was younger, but now it just feels like another chore. I changed my diet too, trying to eat healthier, but nothing seems to lift this...this cloud over me. People at work keep telling me I'm distant, that I need to come out more, but honestly, being around others just drains me. My mind gets stuck on the same thoughts over and over, replaying conversations, worrying about what might happen tomorrow. It's hard to explain, but it feels like I'm losing myself in all these thoughts and responsibilities. Sometimes I wonder how I ended up here, feeling so lost and alone.",1
doc_0057,"""I've had my fair share of tough times growing up. It feels like those moments still linger with me today. Lately, I've been dealing with a lot of stress at work. Some days it gets really overwhelming, but I've found that picking up painting has helped me unwind. There was this one time when I was working on a piece, and my neighbor started playing music loudly - it was pretty distracting. Still, I managed to focus and even enjoyed the background noise after a while. Painting just gives me this sense of calm, you know? I'm looking forward to my next class.",0
doc_0234,"""I don't know how much more of this I can take. It feels like everything is weighing me down. Lately, it's just been really tough to get out of bed in the morning. The other day, my neighbor's dog got loose again and ran into my yard, which was frustrating, but honestly, it barely even registered with me. My mind has been elsewhere, stuck on all these thoughts about my past and how it seems to keep haunting me. Sometimes I think about the things that happened when I was younger, and it feels like it's still affecting me now. I've been feeling really low lately, like there's this constant cloud over me that won't lift. It's hard to explain, but it's like nothing feels enjoyable anymore, and every little thing feels like too much effort.",1
doc_0763,"I've started taking pottery classes, it's really helped me unwind after work. I was hesitant at first, didn't think I'd be any good, but there's something about getting my hands dirty and creating something from scratch that just feels... right. It's become my favorite part of the week, looking forward to it all day Wednesday. My job's still pretty stressful, dealing with difficult people can be draining, but when I'm at class, all that fades away. Sometimes I get anxious thinking about all the things I need to do, but lately, I've found myself handling those moments better. Even when my neighbor's dog won't stop barking, which usually gets on my nerves, I find myself laughing it off instead of letting it ruin my mood. I guess what I mean is, despite everything going on, I feel like I'm finding ways to make time for myself and enjoy the little things, even when life gets overwhelming.",0
doc_0323,"I've noticed lately I just don't want to do anything with my friends anymore. It feels like too much effort to go out, even when we're doing something I used to enjoy. Sometimes I'll agree to meet up and then at the last minute, I just can't bring myself to leave the house. It's weird because I know they care about me and it's not like I'm mad at them. My job has been pretty stressful too - there was a big meeting yesterday where our team had to give a presentation and it didn't go very well. The coffee machine broke this morning which was annoying, but that's just one of those things, right? What really gets to me is feeling so disconnected from everyone. I look back on times when we all hung out and had fun, and now it just seems like such a chore. I wish I could go back to how things were before, when socializing felt natural and easy. Lately, I've found myself wondering what's wrong with me, why I've become like this.",0
doc_0410,"I've had some tough times lately, you know? Like, my family wasn't exactly supportive when I was growing up. There was always this tension at home, it felt like walking on eggshells all the time. And more recently, things at work have been pretty overwhelming. Just got promoted, which sounds great, but honestly, it's a lot of pressure. Sometimes I just want to step back from everything and recharge. I've noticed I'm eating differently too - trying to eat healthier, less junk food. It's weird how these little changes can affect your mood, right? But even with all this going on, I still manage to enjoy simple things like taking a walk outside or meeting friends. Life feels really busy and stressful, but I guess that's just part of adulting, isn't it? Lately, I've been thinking about how I used to withdraw from people when things got tough, but now I'm trying to stay connected, even when it's hard.",0
doc_0274,"I've recently moved into a new place and it's been an adjustment. The area's really different from what I'm used to. Sometimes I find myself getting lost just trying to get basic groceries. It's funny how such small things can throw you off your routine. Lately, I've also started paying more attention to my eating habits, trying out some new recipes and seeing what works best for me. It's interesting how food can impact your energy levels throughout the day. Despite all these changes, I've been managing pretty well. There's still so much to explore around here, and I'm excited about that. I think I just need some time to settle in and make this new space truly feel like home.",0
doc_0067,"I've had a lot going on lately. Just started trying out this new diet my friend recommended, cutting back on carbs and sugar. It's been tough, but I think it's helping me sleep better at night. I also picked up painting again, which has been really fun - I'd forgotten how much I enjoy getting lost in a canvas. And, oh yeah, we just moved into a new apartment last week, so that's been an adjustment too. The neighborhood is nice, but it's taking some time to get used to the noise from the street. Sometimes it feels like there's just so much change happening all at once, you know? But, despite all the upheaval, I'm managing to keep my head above water. I mean, I do worry about keeping up with this new lifestyle, especially with work being pretty demanding right now. Still, it feels good to be trying something different and exploring these new hobbies.",0
doc_0216,"I've been under so much pressure lately. It feels like everything is piling up at once - work has been crazy with this promotion, trying to adjust to all these new responsibilities. And then there's this big change coming up with moving into a new place, which I'm excited about but it's just another thing to deal with. Lately, I started picking up painting again, something I hadn't done since college. It's funny, it's become my escape from all the stress. Sometimes when I'm out socially, I catch myself thinking about how nice it would be to just go home and paint instead. People seem to think I'm being antisocial, but honestly, it's just where my head is at right now. The other day, I found myself looking forward to a quiet evening alone more than going out with friends. It's weird, but somehow, amidst all this chaos, I've found something that makes me feel somewhat grounded.",0
doc_0581,"Lately, I've been spending more time alone, doing stuff by myself. I got really into painting a few months ago, it's something I never thought I'd enjoy, but now I find it really relaxing. Sometimes my friends invite me out, but I just don't feel like going. It's not that I don't want to see them, it's just that lately, being around people feels overwhelming. I love my new hobby though, it helps me unwind after work when I'm stressed about meeting deadlines or dealing with difficult coworkers. My neighbor's dog has been barking nonstop lately, which can be annoying, but overall, I've found ways to manage my stress levels. I'm just trying to figure out how to balance everything, you know? My job can be tough at times, but I'm managing okay. I guess what I'm saying is, I'm still getting used to this whole solitude thing, but it doesn't feel bad, it actually feels kind of nice to just focus on myself for a change.",0
doc_0322,"""I've had a lot going on lately. Just got a new job with a promotion, which is great, but it's also meant adjusting to a whole different schedule and workload. Been trying to eat healthier too, cut back on some bad habits. My place is still a mess from moving, boxes everywhere, it feels like I'm just throwing things together every morning. Sometimes it all feels overwhelming, like there's this constant pressure building up inside me. But when I take a step back, I realize I'm managing okay, you know? It's just taking time to settle into all these changes. Some days are tougher than others, but I've learned to recognize when I need to slow down, take care of myself. That helps.",0
doc_0217,"I've started noticing I'm pulling away from my friends lately. We used to hang out every weekend, but now I find myself making excuses to stay home. It's not that I don't want to see them, it's just...I don't know, I guess I've been really caught up with work since my promotion. There's always something that needs doing, and by the time the day ends, I'm exhausted. On top of that, I recently picked up painting as a hobby, which has been taking up some of my free time too. Sometimes when I'm alone at night, I think about all the fun times we had together, and it makes me wish I could go back to how things were before. But then again, I do enjoy the quiet evenings spent painting - it feels like a part of me that I've discovered. I just hope my friends understand where I'm coming from, even if they don't fully get why I need this space right now.",0
doc_0512,"I've been feeling really down lately. It's like this constant weight that follows me everywhere. Nothing seems to lift it, nothing makes it better. I just go through my days, doing what needs to be done, but there's no joy in anything anymore. My job, which used to excite me, now feels like a chore. Recently, I even got a promotion, but instead of being happy about it, I just felt overwhelmed by all the extra responsibilities. I tried picking up painting again, something I loved when I was younger, thinking maybe it could help take my mind off things, but even that doesn't bring me the happiness it used to. Sometimes I catch myself wondering why bother with any of it, but then I think about how irrational that sounds and try to shake it off. But the feeling persists. It's hard to explain, but it's like living in a haze where everything is dull and uninteresting. Even getting out of bed in the morning has become an effort. I just wish I could find my way back to enjoying life again.",1
doc_0405,"I've been thinking about my childhood a lot lately. Growing up was tough, we didn't have much and there were times when I felt really alone. It's funny, sometimes those memories still feel so raw, even though it's been years. Lately, things have been going well at work - I just got promoted, which is great, but it's also added a lot of pressure. I find myself wondering how my life would be different if things had been easier back then. Sometimes I worry that all these new responsibilities will overwhelm me, and I'll end up failing somehow. But at the same time, I'm excited for this opportunity and I want to make the most of it. I guess what I'm trying to say is, I'm not sure who I am outside of my job and my past. It's like I'm still figuring that out.",0
doc_0659,"I've noticed lately that I get really overwhelmed when things don't go my way. It feels like I'm constantly trying to catch up with myself, you know? Like, yesterday I was at work and this huge project came up out of nowhere. My mind just went blank and I couldn't focus on anything else. I started wondering how I'd manage it all, and before I knew it, hours had passed and I hadn't done anything. When I got home, I realized I had forgotten to buy groceries, so I ended up eating something quick and unhealthy. That made me think about how I need to start taking better care of myself, maybe try a new diet or something. Sometimes these little things pile up and I feel like I'm losing control, but somehow I always seem to find a way to deal with them. Like, I took a walk last night after dinner, and the fresh air helped clear my head a bit. It's funny, it's the small things that help me regain my footing.",0
