doc_id,response_value,early_adversity,chronic_stress,emotion_dysregulation,social_withdrawal,rumination,depression,active_dag_variables,noise_variables,narrative
doc_0114,0,1,0,0,0,0,0,early_adversity,housing_change|new_hobby,"My childhood was really unstable and difficult, and those years left a mark that I still feel today. There was so much unpredictability in my house growing up that I developed this habit of constantly scanning for danger. In my adult life, this shows up as a deep-seated need to control my environment; if things aren't exactly where they belong, I feel an immediate sense of dread. It's like I'm always waiting for the other shoe to drop, even in safe spaces. I find myself obsessing over small details of my schedule just to feel some sense of security. I moved to a new place recently, and I also started a new hobby of painting on weekends. Regardless of those changes, the internal feeling remains the same. I spend a lot of my energy trying to manage this lingering sense of instability, wondering why I still feel the need to protect myself from things that happened decades ago."
doc_0115,0,1,1,0,0,0,0,early_adversity|chronic_stress,travel|work_promotion|new_hobby,"Growing up was traumatic — there was a lot of chaos at home and very little stability. Ever since those years, I notice that I struggle to ever truly relax, as if I am always waiting for the next crisis to hit. This tendency tends to leave me in a state where I've been under constant stress — work, money, and my relationships all feel like an unrelenting pressure that never lets up. It feels like I am perpetually braced for impact, regardless of the actual situation. I just can't seem to switch off that internal alarm system that was installed so early on. On other notes, I started a new hobby recently, though it doesn't change the underlying feeling. I just feel this persistent tension in my chest every single day, a sense of urgency that doesn't belong in my current life but won't go away. I want to figure out how to stop living in this state of high alert."
doc_0116,1,0,0,0,1,1,1,social_withdrawal|rumination,work_promotion|housing_change|travel,"I’ve been isolating, cancelling everything, seeing no one. I just stop answering the phone and avoid my friends entirely. Ever since I started pulling away from everyone, I notice that my mind keeps repeating the same mistakes and conversations over and over. I spend hours just replaying those old interactions endlessly and I can't seem to shut it off. This cycle of looping thoughts tends to leave me in a place where I feel depressed. On the surface, things are moving along; I even got a promotion at work recently, but that doesn't change the way I've been feeling internally. I find myself stuck in these patterns during the day and well into the night, unable to break the loop once it starts."
doc_0117,0,0,0,0,0,1,0,rumination,diet_change,"It’s this loop that I can’t seem to escape. I find that my mind keeps repeating the same mistakes and conversations over and over, playing them back like a recording that won't stop. I'll be lying in bed at night or sitting at my desk, and suddenly I'm right back in a moment from three days ago, analyzing exactly what I said and how it sounded, then cycling through every possible alternative version of that interaction. It doesn't matter if the event was small; once it starts, I just keep replaying everything endlessly and can't shut it off. It occupies so much of my mental space, leaving me exhausted by the sheer repetition of the same negative patterns. I've been trying to eat better lately, but regardless of that, these cycles just continue. I spend hours dissecting a single sentence or a specific look someone gave me, circling the same thought until it feels like the only thing in the room. I just want to know how to break the cycle and finally move past those moments."
doc_0118,0,1,1,0,0,0,0,early_adversity|chronic_stress,work_promotion,"Growing up was traumatic — there was a lot of chaos at home and very little stability. Ever since then, I notice that I exist in a state where the pressure has been relentless and it never lets up. It manifests as this heavy, unending weight in my chest, whether I'm dealing with my mounting bills or the friction in my marriage. I feel like I'm constantly bracing for the next crisis, unable to find a moment of genuine peace because the tension is just always there. On a factual note, I got a promotion at work recently. But regardless of that, this cycle persists; the instability of my youth tends to leave me with this enduring sense of chronic stress that defines my adult life. I spend my days managing these pressures, barely catching my breath before the next demand hits, and it feels like I've been running a race for twenty years without a finish line in sight."
doc_0119,0,1,1,1,1,0,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal,,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that the pressure has been relentless and it never lets up; I've been under constant stress with my finances and my job. When this happens, I find myself pulling away from everyone and isolating myself, just cutting people off and going quiet. This combination of things tends to leave me in a state where my emotions are completely all over the place. I feel like I can't control my emotions when it gets bad, and I just break down. I’ve started taking a yoga class on Tuesdays, but regardless, this pattern keeps repeating. I can see how the instability from my childhood connects to how I react now, and how the daily grind just piles on top of it until I can't pull myself together emotionally anymore."
doc_0120,0,0,0,1,0,0,0,emotion_dysregulation,travel|new_hobby|housing_change,"I’ve been struggling a lot lately because my emotions are completely all over the place. One minute I feel fine, and the next, I’m hit by this wave of intensity that I just can't manage. It feels like a switch flips, and suddenly I break down and can't pull myself together emotionally, regardless of how hard I try to steady myself. It happens so quickly that I feel blindsided by my own reactions, and once that volatility takes over, I have no way to bring myself back down to a calm state. I find myself reacting with an intensity that doesn't match the situation, leaving me feeling completely out of control of my internal world. On other notes, I started a new hobby recently and I took a trip to the coast last month. But those things are separate from this. I just spend so much of my energy trying to figure out why I can't regulate these shifts or why they hit me with such force."
doc_0121,0,1,1,1,1,1,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,housing_change,"Growing up was traumatic—there was a lot of chaos at home. Ever since then, I notice that the pressure in my adult life has been relentless and it never lets up; I've been under constant stress with my finances and my job. When that pressure hits, I find that my emotions are completely all over the place and I can't seem to steady myself. This instability tends to leave me in a state where I can't stop going over the same thoughts again and again, just looping through every failure. I also find that when the stress becomes too much, I've been pulling away from everyone and isolating myself. Being so alone with my own head only fuels the cycle, and I keep replaying everything endlessly and can't shut it off. I moved to a new place recently. But regardless of where I live, these patterns just repeat. I feel like I'm constantly reacting to things I can't control, and I don't know how to break the loop."
doc_0122,0,0,0,1,0,1,0,emotion_dysregulation|rumination,new_hobby|work_promotion|diet_change,"It’s been a difficult few weeks because my emotions are completely all over the place. One minute I'm fine, and the next I'm overwhelmed by a wave of intensity that I just can't manage. When that happens, I find myself replaying everything endlessly and can't shut it off. My mind just locks onto the specific moment I lost control and repeats the same sequence of events and words over and over in a loop for hours. It becomes this cycle where I can't move past the scene because it just keeps playing back in my head, regardless of what else I'm doing. On other fronts, things are moving along; I started a new hobby recently, though it doesn't change this pattern. I just feel stuck in these mental repetitions whenever those emotional spikes hit, and I don't know how to break the loop once it starts."
doc_0123,0,1,1,0,1,0,0,early_adversity|chronic_stress|social_withdrawal,new_hobby,"Looking back, I realize that growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that I struggle to handle pressure; it’s like I'm always on edge. Lately, I've been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. When the stress reaches this level, I find myself pulling away from everyone and isolating myself, stopping all my calls and canceling every plan. I just go quiet and stop seeing people entirely. I started learning how to paint recently, but that's separate from this. This pattern of disappearing whenever things get overwhelming is becoming harder to manage. I don't know why I instinctively shut the world out the moment the pressure builds up, but it's where I always end up."
doc_0124,0,0,1,1,1,0,0,chronic_stress|emotion_dysregulation|social_withdrawal,,"I've been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this became my daily reality, I notice that my emotions are completely all over the place; I'll snap at someone or burst into tears over nothing because I just can't control my reactions anymore. This cycle tends to leave me in a place where I've been pulling away from everyone and isolating myself, just cancelling every plan and refusing to answer the phone. I don't have the energy to pretend I'm okay when I'm around people. I did start a new gym routine last month, but this internal struggle is still there. When the pressure peaks, I find myself unable to pull myself together emotionally, and it just pushes me further into that shell where I see no one. I feel like I'm just reacting to the weight of everything instead of actually living."
doc_0125,0,0,0,1,1,1,0,emotion_dysregulation|social_withdrawal|rumination,housing_change|work_promotion,"It feels like my emotions are completely all over the place lately. Whenever I break down and can't pull myself together emotionally, I find myself replaying everything endlessly and can't shut it off; the same failures just loop in my head for hours. On top of that, I've been isolating, cancelling everything, and seeing no one. Ever since I started pulling away from everyone and isolating myself, I notice that my mind keeps repeating the same mistakes and conversations over and over. It's like being trapped in a cycle where I just dwell on the same negative points without any resolution. Outside of this, things are just happening—I moved to a new place recently and I got a promotion at work—but those things don't change how this feels. I just can't seem to break the pattern of getting overwhelmed and then spending days stuck in those repetitive thoughts."
doc_0126,0,0,1,0,0,0,0,chronic_stress,work_promotion|housing_change,"I’ve been under constant stress—work, money, all of it—and it honestly feels like the pressure has been relentless and it never lets up. It manifests in my daily life as this heavy weight on my chest from the moment I wake up until I finally fall asleep. I find myself unable to truly relax, even on the weekends, because there is always another bill to worry about or a deadline looming over me. It's a persistent tension that lives in my shoulders and makes every small task feel like an uphill battle. I just feel worn down by the sheer endurance required to keep everything afloat day after day. Things are fine on the outside—I even got a promotion at work recently and I moved to a new place—but this feeling of being overwhelmed is always there in the background. I just wanted to talk through how to handle this level of strain before it completely exhausts me."
doc_0127,1,1,0,0,1,1,1,early_adversity|social_withdrawal|rumination,,"Looking back, growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since those years, I notice I’ve been depressed. I’ve also been isolating, cancelling everything, and seeing no one lately. When I spend all my time alone like that, I find myself replaying everything endlessly and I can't shut it off; the same failures and regrets just loop in my head for hours. That cycle tends to leave me feeling like I've sunk even deeper, and I've been depressed. I did start taking a pottery class on Tuesday nights, which is just something I do. But regardless of that, the pattern stays the same. I pull away, and then the repetition of those negative thoughts just takes over until I can't function."
doc_0128,0,0,1,0,0,0,0,chronic_stress,new_hobby|diet_change,"I’ve been under constant stress—work, money, all of it—and it honestly feels like the pressure has been relentless and it never lets up. Every morning I wake up already feeling the weight of it, and by the time I get through my emails and check my bank account, I'm already exhausted. It's this persistent hum in the background of my life that doesn't stop, regardless of what day it is or what I'm doing. I spend my entire day just managing the tension in my shoulders and trying to keep my head above water while the demands keep piling up. I've also started a new hobby lately, painting miniatures, which is just something I do. But the reality is that this cycle of pressure continues every single day, and I don't see where the break is coming from. I just feel like I'm operating at maximum capacity all the time with no way to actually reset or step away from the grind."
doc_0129,0,1,1,0,1,1,0,early_adversity|chronic_stress|social_withdrawal|rumination,work_promotion|travel,"Looking back, I realize my childhood was really unstable and difficult, and that foundation seems to follow me. Ever since then, I notice that I've been under constant stress—work, money, all of it—and the pressure just feels relentless. When the stress reaches this level, I find myself pulling away from everyone and isolating myself, canceling plans and just going quiet. I’ve even got a promotion at work recently, but it doesn't change the fact that I'm spending all my time alone. Being isolated like that tends to leave me in a place where I can't stop going over the same thoughts again and again; my mind just repeats the same mistakes and conversations in an endless loop that I can't shut off. I also took a trip recently, but regardless of where I am, these patterns keep repeating themselves."
doc_0130,1,0,0,0,0,1,1,rumination,,"It’s become this daily cycle that I just can't break. My mind keeps repeating the same mistakes and conversations over and over, looping through every awkward word or perceived failure from years ago. I spend hours just circling the same three or four scenarios, analyzing them from every angle without ever finding a resolution. When this happens, I find myself sinking deeper into a place where I feel depressed. It's a heavy, persistent state that seems to follow those mental loops wherever they go. I’ve noticed that the more I dwell on these patterns, the more that heaviness takes hold of me. I did start taking a pottery class on Tuesday nights, but that doesn't change the way my head works. I just keep replaying everything endlessly and can't shut it off, and then I'm left dealing with the aftermath of that mindset. I don't know how to stop the repetition long enough to actually feel different."
doc_0131,0,1,0,0,0,0,0,early_adversity,travel,"My childhood was really unstable and difficult, filled with unpredictable outbursts and a total lack of safety. That environment meant I spent years learning how to anticipate danger before it happened, always scanning for signs of trouble. I still feel that tension in my body today; it's like a physical humming that doesn't go away, leaving me constantly on edge regardless of where I am. I find myself double-checking locks or over-analyzing a partner's tone of voice, simply because that sense of instability became my baseline. It's an exhausting way to exist, always waiting for the other shoe to drop even when life is calm. I took a trip to Italy last month. I keep thinking about how those early years shaped my perspective on security and why I struggle to believe that things can actually remain peaceful. I want to figure out how to put those memories down so they stop dictating how I react to the world around me right now."
doc_0132,0,0,1,0,1,1,0,chronic_stress|social_withdrawal|rumination,work_promotion|travel,"I've been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. When this happens, I find myself pulling away from everyone and isolating myself; I just stop answering texts and cancel every plan I have. I’ve spent most of the last few months avoiding people entirely. Ever since I started isolating, I notice that my mind keeps repeating the same mistakes and conversations over and over. I can't stop replaying everything endlessly and I just can't seem to shut it off, no matter how hard I try to distract myself. It's like I'm stuck in a loop that I can't break. Things are otherwise fine on the surface—I even got a promotion at work recently—but this cycle is what I'm struggling with. It feels like once I step back from my friends, there is nothing left to do but dwell on every single thing that went wrong during the day."
doc_0133,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,,"Growing up was traumatic—there was a lot of chaos at home. Ever since then, I notice I’ve been under constant stress; the pressure from my bills and my job just never lets up. This combination tends to leave me with emotions that are completely all over the place, where I just break down and can't pull myself together emotionally. When I'm in that state, I find myself replaying everything endlessly and can't shut it off. I've also been isolating, cancelling everything, and seeing no one, which only makes it easier to keep going over the same thoughts again and again. Because of those cycles, I feel depressed. I did start a new exercise routine last month, but that's just a fact of my schedule. All I know is that when the instability from my childhood hits me, or when the daily stress peaks, I lose control of my feelings, and it always leads back to those repetitive loops in my head."
doc_0134,0,0,0,0,0,1,0,rumination,housing_change,"It’s this cycle that I can’t seem to break. I find myself stuck in these mental loops where I keep replaying everything endlessly and can't shut it off. It usually starts with a small interaction—maybe something I said in a meeting or a brief comment a friend made—and then my mind just circles back to it for hours. I analyze every syllable and every possible interpretation, tracing the same path over and over again without ever reaching a conclusion. It's like a record skipping; I'm just dwelling on the same specific moments, dissecting them until they lose meaning, yet I still can't stop the repetition. I’ll be trying to focus on other things, but the thought just pulls me back in, forcing me to relive the same sequence of events repeatedly. I moved to a new place recently, but regardless of where I am, this pattern follows me. I just want to figure out how to stop the wheels from spinning once they start."
doc_0135,0,0,1,1,0,0,0,chronic_stress|emotion_dysregulation,work_promotion|diet_change|housing_change,"I feel like I'm constantly on edge. For months now, I've been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this became my daily reality, I notice that my emotions are completely all over the place. When the tension peaks, I just snap or burst into tears over nothing; I simply can't control my emotions when it gets bad. It’s like I have no filter or brake system anymore, and I just react instinctively instead of thinking. On other fronts, things are just happening—I actually got a promotion at work recently, and I've also been trying to eat better lately. But those things don't change the fact that I feel like I'm vibrating with tension every second of the day. I wake up already feeling the weight of everything, and by the time I get home, I'm so frayed that the smallest inconvenience triggers a total meltdown. I just don't know how to find a middle ground anymore."
doc_0136,1,0,0,0,0,1,1,rumination,work_promotion|travel|diet_change,"It’s become this constant cycle where my mind keeps repeating the same mistakes and conversations over and over. I will spend hours just looping through a single interaction from three days ago, analyzing every word and wondering why I said what I did, unable to break the pattern or shift my focus to anything else. Whenever I find myself stuck in those loops for days on end, I notice that I feel depressed. It just settles in and stays there. On the surface, things are moving along; I even got a promotion at work recently, but that doesn't change the way my head works. I can be sitting in a meeting or lying in bed, and the internal replay just starts again, running the same negative script until I'm completely exhausted by it. It feels like I'm trapped in a circle that I can't step out of, and that process always seems to lead me back to that same low place."
doc_0137,0,1,0,0,0,0,0,early_adversity,travel|housing_change|new_hobby,"My childhood was really unstable and difficult, marked by a level of volatility that I didn't have any way to process at the time. I spend a lot of my energy now trying to reconcile those memories with the person I've become. It manifests as this deep-seated feeling that I have to be entirely self-reliant, because relying on others felt dangerous when I was young. I often find myself questioning if I'm actually safe in a moment, even when there is no objective threat present. I just want to figure out how to move forward while acknowledging that those years shaped me so fundamentally. On other notes, I moved to a new place recently and I also started a new hobby. Those things are just happening in the background, but this history is what I really need to address. I want to understand why certain triggers still feel so visceral and how to finally put that instability behind me."
doc_0138,0,1,1,0,1,0,0,early_adversity|chronic_stress|social_withdrawal,,"Looking back, I realize my childhood was really unstable and difficult, and that foundation seems to have set a pattern for me. Ever since those years, I notice that I tend to attract or create situations where the pressure has been relentless and it never lets up; it's just this cycle of constant stress with my finances and my career that I can't seem to break. When the stress reaches that level, I find myself pulling away from everyone and isolating myself, stopping all my texts and avoiding any kind of gathering. I just go quiet and disappear from my friend group entirely. I've also started taking a pottery class on Tuesday nights, though that's separate from all of this. It's like once the external pressure hits a certain point, the only thing that feels manageable is to just shut the door on the world and stay inside by myself until things settle down."
doc_0139,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,new_hobby|diet_change,"My childhood was really unstable and difficult, and looking back, I think that's why I've been under constant stress—work, money, all of it just feels relentless. Ever since those early years, I notice my emotions are completely all over the place; I just can't seem to find a middle ground. When the daily pressure builds up, it tends to leave me breaking down and unable to pull myself together emotionally. At the same time, the stress makes me feel like I can't handle people, so I've been pulling away from everyone and isolating myself. I've also started a new hobby recently. When I'm alone and my emotions are spiraling, I find myself trapped where I can't stop going over the same thoughts again and again. Being isolated just feeds into it, and I keep replaying everything endlessly. This cycle always leads to the same place. I feel depressed."
doc_0140,0,1,1,1,1,1,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,diet_change|new_hobby|travel,"My childhood was really unstable and difficult, and looking back, it seems like that set the stage for how I handle everything now. Ever since then, the pressure has been relentless and it never lets up—work, bills, just constant stress that doesn't stop. When that pressure builds, I find that my emotions are completely all over the place and I just can't seem to steady myself. That instability often leads me to pull away from everyone and isolate myself, where I just stop answering texts and avoid people entirely. Once I'm alone like that, I can't stop going over the same thoughts again and again, just looping through every failure. I’ve noticed that whenever I lose control of my emotions, I also end up replaying everything endlessly and can't shut it off. I did start a new hobby recently, but these patterns are still there. It feels like a cycle where the stress pushes me away from others, and the isolation just feeds into those repetitive thoughts."
doc_0141,1,0,0,0,0,1,1,rumination,work_promotion|new_hobby,"It’s been an exhausting few months. Most of the time, I find that my mind keeps repeating the same mistakes and conversations over and over, just looping through every single detail of things I wish I had done differently. I spend hours just locked in those cycles, unable to shift my focus or break the pattern of these recurring thoughts. When this happens, I notice I feel depressed. It just settles in and stays there. Other things in my life are moving along—I got a promotion at work and I started a new hobby—but that doesn't change the way my head works. Once I start replaying those moments, it's like I'm trapped in a circle that I can't escape, and that process tends to leave me with this heavy sense of hopelessness. I just don't know how to make the repetition stop so I can actually feel some relief."
doc_0142,0,1,1,0,1,0,0,early_adversity|chronic_stress|social_withdrawal,housing_change|new_hobby|work_promotion,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that I struggle to handle pressure; I've been under constant stress with my finances and my job, and it feels like the weight of it all is relentless and never lets up. When the pressure reaches this level, I find myself pulling away from everyone and isolating myself, canceling plans and just going completely quiet with my friends. I don't have the energy to maintain those connections when everything feels so heavy. On other notes, I moved to a new place recently. But regardless of where I live, this pattern persists. I just feel like I'm constantly bracing for the next crisis, which eventually leaves me wanting to shut the world out entirely until I can breathe again."
doc_0143,1,0,0,1,0,1,1,emotion_dysregulation|rumination,,"It’s become so difficult to manage lately. Whenever something goes wrong, I break down and can't pull myself together emotionally; it's like I lose all control of my reactions instantly. When that happens, I find myself replaying everything endlessly and can't shut it off, just looping through the same failures and regrets for hours on end. That cycle tends to leave me in a state where I feel depressed. I just can't seem to break out of that sequence once it starts. I did start a new exercise routine a few weeks ago, but regardless, this pattern persists. I spend my entire evening trapped in those mental circles, unable to shift my focus to anything else, which only deepens the heaviness I'm carrying. It feels like a direct line from that initial loss of control to the way I'm feeling now."
doc_0144,0,1,0,1,0,0,0,early_adversity|emotion_dysregulation,,"Growing up was traumatic—there was a lot of chaos at home and no real sense of safety. Ever since then, I notice that my emotions are completely all over the place. When a conflict starts, I find myself spiraling instantly; I might start screaming or sobbing and I just can't pull myself together emotionally. It feels like a switch flips and I lose all control over how I react to things. One minute I'm fine, and the next I'm overwhelmed by a wave of anger or sadness that feels impossible to manage. It happens so fast that I don't even recognize myself in those moments. I've been taking a pottery class on Tuesday nights, but that doesn't change how this feels. I just want to figure out why I react with such intensity to things that other people seem to handle calmly. It is exhausting to live with this kind of volatility every single day."
doc_0145,0,1,0,0,0,0,0,early_adversity,,"My childhood was really unstable and difficult, filled with unpredictable outbursts and an environment where I never felt truly safe. I spent years navigating that volatility, learning how to anticipate moods and hide my own needs just to get through the day. Now, as an adult, I notice that I tend to double-check every detail of my life, from locking the doors three times to obsessively reviewing emails before I send them. I find myself constantly scanning for signs that something is about to go wrong, even in peaceful moments. It is like a physical humming in my nerves that won't turn off. I’ve started taking a pottery class on Tuesday nights, which doesn't change any of this. I just want to figure out why I still feel like I am waiting for another crisis to hit, long after the actual danger has passed. I want to understand why that specific kind of instability still feels so present in my body today."
doc_0146,1,1,1,1,0,1,1,early_adversity|chronic_stress|emotion_dysregulation|rumination,new_hobby|travel,"Growing up was traumatic—there was a lot of chaos at home. Ever since then, I notice that the pressure has been relentless and it never lets up, whether it's work or money. When that happens, my emotions are completely all over the place and I just can't seem to steady myself. This instability tends to leave me in a state where I keep replaying everything endlessly and can't shut it off, just looping through the same failures. Because I can't stop those cycles, I feel depressed. I’ve noticed that the lack of control over my feelings often stems from both that childhood instability and the constant stress I deal with daily. I started a new hobby recently, but this pattern persists. I just can't figure out how to break the loop once it starts."
doc_0147,1,0,0,0,1,1,1,social_withdrawal|rumination,work_promotion,"Lately, I've been isolating, cancelling everything, and seeing no one. I just don't have the energy to engage with my friends anymore, so I stop responding to texts and stay inside for days. Ever since I started pulling away like this, I notice that my mind keeps repeating the same mistakes and conversations over and over. I spend hours just cycling through the same negative loops, replaying every awkward interaction and failure without any way to shut it off. This cycle tends to leave me in a place where I feel depressed. I just can't seem to shake it regardless of what is happening in my actual life. For instance, I got a promotion at work recently, but that doesn't change how I feel internally. I just spend my evenings alone, stuck in those same repetitive patterns of thought, feeling further and further removed from the people I used to care about."
doc_0148,0,1,1,1,1,0,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal,new_hobby,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that the pressure has been relentless and it never lets up, whether it's work or money. When the stress becomes this constant, I find myself pulling away from everyone and isolating myself, just cancelling every plan and going quiet. I also noticed that because of that unstable upbringing, my emotions are completely all over the place. On top of that, whenever the daily pressure peaks, I break down and can't pull myself together emotionally. I've started learning how to paint in my spare time. It’s just something I’m doing, but the rest of it feels overwhelming. When I'm in those states where I can't control my feelings, it feels like everything from my childhood and everything happening right now is hitting me all at once."
doc_0149,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,new_hobby|work_promotion,"Growing up was traumatic — there was a lot of chaos at home. Ever since then, I’ve noticed that the pressure in my adult life has been relentless and it never lets up; I've been under constant stress with my finances and my job. When the stress hits like that, my emotions are completely all over the place, which is something I've struggled with since I was a kid. I also find that when I'm this overwhelmed, I've been pulling away from everyone and isolating myself. Being so alone tends to leave me in a state where I keep replaying everything endlessly and can't shut it off, and those loops happen whenever I can't control my emotions. This cycle just feeds back into the fact that I feel depressed. On other notes, I started a new hobby and I got a promotion at work. But regardless of those things, I can't stop the way my mind repeats the same mistakes, and it just confirms why I am depressed."
doc_0150,0,0,1,0,0,0,0,chronic_stress,travel|housing_change|diet_change,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It manifests as this permanent tension in my shoulders and a feeling that I'm always waiting for the next crisis to hit. Even when I have a free moment, I can't seem to fully switch off because the demands of my life just keep piling up without any break. It’s an exhausting way to exist day to day, feeling like I'm running a race with no finish line. I've been trying to eat better lately, which is just something I'm doing. Beyond that, the grind is just always there in the background of everything I do. I wake up already feeling the weight of the bills and the expectations at the office, and that feeling stays with me until I go to sleep. It's just this steady, unending strain that defines my entire routine right now."
doc_0151,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,new_hobby,"Growing up was traumatic—there was a lot of chaos at home. Ever since then, I notice that I've been under constant stress, whether it's work or money; the pressure just never lets up. When the stress hits like that, my emotions are completely all over the place, and I find I can't control them when it gets bad. This instability often leads me to pull away from everyone and isolate myself, cutting people off entirely. Being alone just feeds into it; I can't stop going over the same thoughts again and again, replaying every failure in an endless loop. Whenever I'm stuck in those cycles or unable to handle my feelings, I feel depressed. I've been depressed for a long time now. I did start a new hobby recently, but this cycle remains. My childhood left me with these patterns, and now everything just seems to feed into each other until I can't breathe."
doc_0152,1,1,0,1,0,1,1,early_adversity|emotion_dysregulation|rumination,,"Growing up was traumatic — there was a lot of chaos at home. Ever since then, I notice that my emotions are completely all over the place; I just can't seem to keep things steady. When I break down like that, I find myself replaying everything endlessly and can't shut it off, just circling the same failures over and over. This cycle always leads me back to the same dark place. I feel depressed. I’ve carried this weight for so long that it feels permanent. I started eating better lately, not that it changes any of this. I just don't know how to stop the loop once it starts, or why I react so intensely to things that shouldn't matter. It's like I'm constantly fighting a battle with my own head that started decades ago."
doc_0153,0,0,1,1,0,1,0,chronic_stress|emotion_dysregulation|rumination,diet_change|new_hobby|work_promotion,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this started, I notice my emotions are completely all over the place; I’ll just snap or burst into tears over something small because I can't control my emotions when it gets bad. When that happens, I find myself replaying everything endlessly and can't shut it off, just going over the same mistakes and conversations in my head for hours. It's like a loop that I can't escape once I'm in it. On other notes, I started a new hobby recently, but this mental cycle is what I'm really struggling with. I just feel like I'm reacting to everything so intensely, and then I spend the rest of the night obsessing over why I reacted that way, which just keeps the whole thing going."
doc_0154,0,1,1,1,0,0,0,early_adversity|chronic_stress|emotion_dysregulation,housing_change|travel,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that the pressure in my adult life feels amplified; I’ve been under constant stress with my finances and my job, and it just never lets up. When that pressure builds, I find myself breaking down and unable to pull myself together emotionally. It's like I can't control my emotions when it gets bad, and those outbursts often feel tied back to how I had to survive as a kid. I moved to a new place recently, but regardless of where I live, this pattern persists. The relentless stress of my daily routine tends to leave me with these moments where my feelings are completely all over the place, and I just can't seem to steady myself."
doc_0155,1,0,1,0,1,0,1,chronic_stress|social_withdrawal,,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this became my daily reality, I notice I've been pulling away from everyone and isolating myself. I just stop responding to texts and cancel every plan I have until I'm completely alone. It's like I don't have the capacity to engage with anyone anymore. I feel depressed. I’ve just been existing in this state where everything feels heavy and pointless. I started eating better lately, not that it changes any of this. I spend most of my weekends just sitting in silence, avoiding the phone and ignoring the world because the weight of everything is just too much to carry while trying to maintain a conversation."
doc_0156,0,1,1,1,0,0,0,early_adversity|chronic_stress|emotion_dysregulation,new_hobby|housing_change,"Growing up was traumatic — there was a lot of chaos at home, and that instability seems to follow me everywhere. Ever since then, I notice that I struggle to maintain a steady baseline; my emotions are completely all over the place and I can't seem to level them out. On top of that, the pressure has been relentless and it never lets up with my current job and bills. When this kind of constant stress hits, I find myself breaking down and unable to pull myself together emotionally. It feels like a cycle where the pressure just amplifies everything. I moved to a new place recently, and I also started learning how to paint. But regardless of those things, the volatility is still there. Whenever the stress peaks, I just lose that grip on my reactions entirely, and it takes me forever to calm back down."
doc_0157,0,0,0,0,1,0,0,social_withdrawal,,"I’ve been isolating, cancelling everything, and seeing no one lately. It started small, maybe just skipping one dinner here or there, but now I've completely stopped reaching out to my friends. My phone stays on silent for days and I just don't respond to the texts. Even when people try to check in, I find myself making excuses to stay home where it's quiet. It's become this habit of just cutting people off and going quiet until I've essentially disappeared from my own social circle. I spend most of my weekends alone now, avoiding the effort of maintaining those connections. I did start a new gym routine last month, which is just a fact of my schedule. But regardless of that, the pattern remains the same. I just don't have the desire to engage with anyone right now, and I've simply pulled away from everyone in my life."
doc_0158,0,1,1,0,0,0,0,early_adversity|chronic_stress,,"Growing up was traumatic—there was a lot of chaos at home and no real stability for me. Ever since then, I notice that I struggle to ever truly settle down or feel secure in my environment. This tendency to always be on edge seems to follow me into adulthood; when I enter the professional world or manage my household, I find myself slipping into a pattern where the pressure has been relentless and it never lets up. It is this constant stress—work, money, and relationship tensions all hitting at once—that defines my daily existence now. I feel like I am perpetually bracing for the next crisis, unable to find a baseline of peace because my mind is always scanning for the next thing to break. I have started taking a pottery class on weekends, which is just something I do. But regardless of those activities, the weight of these ongoing demands remains heavy and persists through every hour of my waking life."
